id,image_path,articleType,baseColour,gender,usage,subCategory
31200,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31200.jpg,Accessory Gift Set,Brown,Men,Casual,Accessories
31201,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31201.jpg,Accessory Gift Set,Black,Men,Casual,Accessories
31209,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31209.jpg,Sports Shoes,Black,Men,Sports,Shoes
31211,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31211.jpg,Sports Shoes,White,Men,Sports,Shoes
31213,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31213.jpg,Casual Shoes,White,Men,Casual,Shoes
31214,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31214.jpg,Sports Shoes,Black,Men,Sports,Shoes
31216,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31216.jpg,Casual Shoes,White,Men,Casual,Shoes
31217,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31217.jpg,Casual Shoes,Red,Men,Casual,Shoes
31218,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31218.jpg,Casual Shoes,Grey,Men,Casual,Shoes
31219,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31219.jpg,Casual Shoes,White,Women,Casual,Shoes
31221,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31221.jpg,Capris,Black,Women,Casual,Bottomwear
31225,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31225.jpg,Tshirts,Black,Women,Casual,Topwear
31228,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31228.jpg,Capris,Black,Women,Sports,Bottomwear
31231,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31231.jpg,Shorts,Black,Women,Sports,Bottomwear
31233,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31233.jpg,Tshirts,White,Men,Casual,Topwear
31235,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31235.jpg,Tshirts,Blue,Men,Casual,Topwear
31237,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31237.jpg,Tshirts,Black,Men,Casual,Topwear
31238,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31238.jpg,Tshirts,Green,Men,Casual,Topwear
31239,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31239.jpg,Tshirts,Red,Men,Casual,Topwear
31241,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31241.jpg,Tshirts,Black,Men,Casual,Topwear
31242,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31242.jpg,Tshirts,White,Men,Casual,Topwear
31243,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31243.jpg,Tshirts,Blue,Men,Casual,Topwear
31244,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31244.jpg,Tshirts,Green,Men,Casual,Topwear
31245,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31245.jpg,Tshirts,White,Men,Casual,Topwear
31246,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31246.jpg,Tshirts,Black,Men,Casual,Topwear
31248,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31248.jpg,Tshirts,Red,Men,Casual,Topwear
31250,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31250.jpg,Tshirts,Red,Men,Casual,Topwear
31251,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31251.jpg,Tshirts,White,Men,Casual,Topwear
31253,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31253.jpg,Tshirts,Red,Men,Casual,Topwear
31254,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31254.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31255,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31255.jpg,Tshirts,Black,Men,Casual,Topwear
31258,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31258.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31259,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31259.jpg,Tshirts,Grey,Men,Casual,Topwear
31260,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31260.jpg,Tshirts,White,Men,Casual,Topwear
31261,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31261.jpg,Tshirts,Green,Men,Casual,Topwear
31262,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31262.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31265,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31265.jpg,Tshirts,Green,Men,Casual,Topwear
31266,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31266.jpg,Tshirts,White,Men,Casual,Topwear
31267,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31267.jpg,Tshirts,Red,Men,Casual,Topwear
31269,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31269.jpg,Tshirts,Green,Men,Casual,Topwear
31270,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31270.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31271,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31271.jpg,Tshirts,Red,Men,Casual,Topwear
31272,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31272.jpg,Tshirts,White,Men,Casual,Topwear
31273,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31273.jpg,Tshirts,Green,Men,Casual,Topwear
31274,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31274.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31275,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31275.jpg,Tshirts,Black,Men,Casual,Topwear
31277,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31277.jpg,Tshirts,White,Men,Casual,Topwear
31278,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31278.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31279,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31279.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31281,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31281.jpg,Tshirts,Grey,Men,Casual,Topwear
31282,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31282.jpg,Tshirts,Green,Men,Casual,Topwear
31283,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31283.jpg,Tshirts,Black,Men,Casual,Topwear
31284,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31284.jpg,Tshirts,Black,Men,Casual,Topwear
31288,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31288.jpg,Tshirts,Black,Men,Sports,Topwear
31289,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31289.jpg,Tshirts,White,Men,Casual,Topwear
31292,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31292.jpg,Tops,Black,Women,Casual,Topwear
31293,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31293.jpg,Tops,Green,Women,Casual,Topwear
31297,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31297.jpg,Tshirts,Black,Women,Casual,Topwear
31298,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31298.jpg,Tshirts,Black,Men,Casual,Topwear
31299,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31299.jpg,Tshirts,White,Men,Casual,Topwear
31300,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31300.jpg,Tshirts,Black,Men,Casual,Topwear
31301,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31301.jpg,Shirts,Blue,Men,Formal,Topwear
31302,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31302.jpg,Shirts,Purple,Men,Formal,Topwear
31303,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31303.jpg,Shirts,Purple,Men,Formal,Topwear
31304,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31304.jpg,Shirts,Blue,Men,Formal,Topwear
31305,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31305.jpg,Kurtas,Lavender,Women,Ethnic,Topwear
31307,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31307.jpg,Kurtas,Cream,Women,Ethnic,Topwear
31308,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31308.jpg,Kurtas,Black,Women,Ethnic,Topwear
31309,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31309.jpg,Kurtas,Green,Women,Ethnic,Topwear
31310,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31310.jpg,Kurtas,White,Women,Ethnic,Topwear
31311,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31311.jpg,Kurtas,Green,Women,Ethnic,Topwear
31313,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31313.jpg,Kurtas,Blue,Women,Ethnic,Topwear
31314,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31314.jpg,Kurtas,Red,Women,Ethnic,Topwear
31315,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31315.jpg,Kurtas,Brown,Women,Ethnic,Topwear
31316,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31316.jpg,Tops,White,Women,Casual,Topwear
31317,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31317.jpg,Jackets,Teal,Women,Casual,Topwear
31318,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31318.jpg,Kurtas,Off White,Women,Ethnic,Topwear
31321,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31321.jpg,Kurtas,Black,Women,Ethnic,Topwear
31322,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31322.jpg,Kurtas,Blue,Women,Ethnic,Topwear
31324,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31324.jpg,Kurtas,Blue,Women,Ethnic,Topwear
31325,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31325.jpg,Kurtas,Purple,Women,Ethnic,Topwear
31326,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31326.jpg,Kurtis,Rust,Women,Ethnic,Topwear
31327,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31327.jpg,Formal Shoes,Brown,Men,Formal,Shoes
31328,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31328.jpg,Formal Shoes,Brown,Men,Casual,Shoes
31331,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31331.jpg,Formal Shoes,Black,Men,Casual,Shoes
31332,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31332.jpg,Casual Shoes,Blue,Men,Casual,Shoes
31334,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31334.jpg,Jeans,Blue,Men,Casual,Bottomwear
31335,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31335.jpg,Jeans,Blue,Men,Casual,Bottomwear
31337,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31337.jpg,Jeans,Blue,Men,Casual,Bottomwear
31338,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31338.jpg,Jeans,Blue,Men,Casual,Bottomwear
31339,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31339.jpg,Jeans,Blue,Men,Casual,Bottomwear
31340,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31340.jpg,Jeans,Blue,Men,Casual,Bottomwear
31350,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31350.jpg,Jeans,Blue,Men,Casual,Bottomwear
31361,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31361.jpg,Tshirts,Grey,Men,Casual,Topwear
31363,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31363.jpg,Tshirts,Blue,Men,Casual,Topwear
31365,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31365.jpg,Tshirts,Grey,Men,Casual,Topwear
31369,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31369.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31371,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31371.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31382,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31382.jpg,Tshirts,White,Men,Casual,Topwear
31385,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31385.jpg,Tshirts,Grey,Men,Casual,Topwear
31408,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31408.jpg,Innerwear Vests,Black,Men,Casual,Innerwear
31411,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31411.jpg,Briefs,Blue,Men,Casual,Innerwear
31413,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31413.jpg,Innerwear Vests,Grey,Men,Casual,Innerwear
31422,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31422.jpg,Shorts,White,Men,Sports,Bottomwear
31423,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31423.jpg,Kurtas,Cream,Women,Ethnic,Topwear
31435,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31435.jpg,Trousers,Black,Men,Casual,Bottomwear
31444,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31444.jpg,Tshirts,Blue,Men,Sports,Topwear
31446,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31446.jpg,Tshirts,Green,Boys,Sports,Topwear
31447,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31447.jpg,Shorts,Navy Blue,Men,Sports,Bottomwear
31448,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31448.jpg,Shorts,Blue,Boys,Sports,Bottomwear
31450,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31450.jpg,Tshirts,Blue,Men,Sports,Topwear
31452,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31452.jpg,Tshirts,Grey,Men,Sports,Topwear
31453,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31453.jpg,Tshirts,Black,Women,Sports,Topwear
31454,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31454.jpg,Skirts,Black,Women,Sports,Bottomwear
31456,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31456.jpg,Tshirts,Black,Men,Sports,Topwear
31457,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31457.jpg,Shorts,Black,Men,Sports,Bottomwear
31458,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31458.jpg,Shorts,Grey,Men,Sports,Bottomwear
31460,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31460.jpg,Tshirts,White,Men,Sports,Topwear
31461,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31461.jpg,Shorts,White,Men,Sports,Bottomwear
31463,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31463.jpg,Tshirts,Black,Men,Sports,Topwear
31465,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31465.jpg,Tshirts,Blue,Men,Casual,Topwear
31466,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31466.jpg,Tshirts,White,Men,Sports,Topwear
31467,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31467.jpg,Tshirts,White,Men,Sports,Topwear
31468,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31468.jpg,Track Pants,Off White,Men,Sports,Bottomwear
31473,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31473.jpg,Trousers,Navy Blue,Men,Formal,Bottomwear
31476,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31476.jpg,Trousers,Charcoal,Men,Casual,Bottomwear
31488,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31488.jpg,Trousers,Black,Men,Formal,Bottomwear
31541,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31541.jpg,Tshirts,Grey,Men,Casual,Topwear
31543,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31543.jpg,Tshirts,Navy Blue,Men,Casual,Topwear
31547,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31547.jpg,Tshirts,White,Men,Casual,Topwear
31549,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31549.jpg,Tshirts,White,Men,Casual,Topwear
31550,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31550.jpg,Tshirts,White,Men,Casual,Topwear
31552,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31552.jpg,Casual Shoes,Black,Men,Casual,Shoes
31554,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31554.jpg,Casual Shoes,Khaki,Men,Casual,Shoes
31555,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31555.jpg,Casual Shoes,Brown,Men,Casual,Shoes
31558,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31558.jpg,Trousers,Navy Blue,Men,Formal,Bottomwear
31576,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31576.jpg,Tshirts,Grey,Men,Casual,Topwear
31577,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31577.jpg,Tshirts,Charcoal,Men,Casual,Topwear
31578,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31578.jpg,Tshirts,Charcoal,Men,Casual,Topwear
31583,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31583.jpg,Tshirts,White,Men,Casual,Topwear
31585,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31585.jpg,Tshirts,Olive,Men,Casual,Topwear
31586,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31586.jpg,Tshirts,Yellow,Men,Casual,Topwear
31587,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31587.jpg,Tshirts,Black,Men,Casual,Topwear
31588,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31588.jpg,Tshirts,Maroon,Men,Casual,Topwear
31589,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31589.jpg,Tshirts,Black,Men,Casual,Topwear
31591,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31591.jpg,Tshirts,White,Men,Casual,Topwear
31593,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31593.jpg,Tshirts,Grey,Men,Casual,Topwear
31595,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31595.jpg,Tshirts,Black,Men,Casual,Topwear
31596,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31596.jpg,Tshirts,Black,Men,Casual,Topwear
31597,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31597.jpg,Tshirts,Black,Men,Casual,Topwear
31598,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31598.jpg,Tshirts,Red,Men,Casual,Topwear
31601,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31601.jpg,Tshirts,Grey,Men,Casual,Topwear
31602,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31602.jpg,Tshirts,Purple,Men,Casual,Topwear
31603,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31603.jpg,Tshirts,Green,Men,Casual,Topwear
31604,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31604.jpg,Tshirts,Blue,Men,Sports,Topwear
31606,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31606.jpg,Backpacks,Black,Unisex,Casual,Bags
31609,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31609.jpg,Backpacks,Blue,Unisex,Casual,Bags
31612,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31612.jpg,Shirts,Red,Men,Formal,Topwear
31619,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31619.jpg,Shirts,Maroon,Men,Formal,Topwear
31624,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31624.jpg,Shirts,Lavender,Men,Formal,Topwear
31627,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31627.jpg,Shirts,Navy Blue,Men,Casual,Topwear
31635,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31635.jpg,Shirts,Purple,Men,Formal,Topwear
31639,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31639.jpg,Shirts,Maroon,Men,Casual,Topwear
31640,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31640.jpg,Shirts,Blue,Men,Casual,Topwear
31641,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31641.jpg,Shirts,White,Men,Casual,Topwear
31642,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31642.jpg,Shirts,Black,Men,Casual,Topwear
31644,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31644.jpg,Shirts,Black,Men,Formal,Topwear
31648,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31648.jpg,Shirts,Purple,Men,Formal,Topwear
31653,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31653.jpg,Shirts,White,Men,Casual,Topwear
31654,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31654.jpg,Shirts,Black,Men,Casual,Topwear
31655,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31655.jpg,Shirts,Black,Men,Casual,Topwear
31656,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31656.jpg,Shirts,White,Men,Casual,Topwear
31658,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31658.jpg,Shirts,White,Men,Casual,Topwear
31661,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31661.jpg,Shirts,Blue,Men,Casual,Topwear
31668,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31668.jpg,Jeans,Grey,Men,Casual,Bottomwear
31672,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31672.jpg,Jeans,Blue,Men,Casual,Bottomwear
31684,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31684.jpg,Sports Shoes,White,Men,Sports,Shoes
31685,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31685.jpg,Casual Shoes,White,Men,Casual,Shoes
31687,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31687.jpg,Casual Shoes,White,Women,Casual,Shoes
31688,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31688.jpg,Sports Shoes,White,Men,Sports,Shoes
31690,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31690.jpg,Sports Shoes,Blue,Men,Sports,Shoes
31695,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31695.jpg,Kurtas,Purple,Women,Ethnic,Topwear
31696,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31696.jpg,Kurtas,Orange,Women,Ethnic,Topwear
31697,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31697.jpg,Kurtas,Magenta,Women,Ethnic,Topwear
31698,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31698.jpg,Kurtas,Pink,Women,Ethnic,Topwear
31704,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31704.jpg,Earrings,Gold,Women,Ethnic,Jewellery
31706,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31706.jpg,Earrings,Gold,Women,Ethnic,Jewellery
31707,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31707.jpg,Earrings,Gold,Women,Ethnic,Jewellery
31708,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31708.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31709,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31709.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31710,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31710.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31711,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31711.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31712,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31712.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31713,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31713.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31714,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31714.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31715,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31715.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31716,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31716.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31718,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31718.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31719,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31719.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31720,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31720.jpg,Earrings,Silver,Girls,Ethnic,Jewellery
31721,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31721.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31722,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31722.jpg,Earrings,Silver,Women,Ethnic,Jewellery
31723,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31723.jpg,Pendant,Gold,Women,Ethnic,Jewellery
31724,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31724.jpg,Pendant,Silver,Women,Ethnic,Jewellery
31725,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31725.jpg,Pendant,Silver,Women,Ethnic,Jewellery
31726,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31726.jpg,Pendant,Silver,Women,Ethnic,Jewellery
31742,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31742.jpg,Blazers,Black,Men,Formal,Topwear
31743,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31743.jpg,Blazers,Olive,Men,Formal,Topwear
31781,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31781.jpg,Shirts,Red,Men,Casual,Topwear
31782,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31782.jpg,Tops,Blue,Women,Casual,Topwear
31784,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31784.jpg,Tops,Red,Women,Casual,Topwear
31785,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31785.jpg,Tops,Navy Blue,Women,Casual,Topwear
31789,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31789.jpg,Tshirts,Green,Women,Casual,Topwear
31790,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31790.jpg,Tshirts,Pink,Women,Casual,Topwear
31791,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31791.jpg,Tops,Grey,Women,Casual,Topwear
31792,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31792.jpg,Tops,Orange,Women,Casual,Topwear
31794,D:\khoile\programs\fashion-intelligence-classification\dataset\train\images_train\31794.jpg,Tshirts,Navy Blue,Women,Casual,Topwear
